path,label,source,quality,food_category,defect_type,generator
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/kaggle_vale_con_id/j6gngbgy.jpg,0,originali,buono,kaggle_vale_con_id,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/cattivo/carne/crudo/9571_q95.jpg,0,originali,cattivo,carne,crudo,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/burger_panino/eea0_whatsapp.jpg,0,originali,buono,burger_panino,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/kaggle_vale_con_id/czshj4rv.jpg,0,originali,buono,kaggle_vale_con_id,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/burger_panino/crudo/gpt_image_1_5/995b_whatsapp.jpg,1,modificate,,burger_panino,crudo,gpt_image_1_5
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/fritti/crudo/gpt_image_1_5/5b10_whatsapp.jpg,1,modificate,,fritti,crudo,gpt_image_1_5
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/cattivo/carne/bruciato/26f5_highres_crop.jpg,0,originali,cattivo,carne,bruciato,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/kaggle_vale_con_id/h2li2rbz.jpg,0,originali,buono,kaggle_vale_con_id,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/kaggle_vale_con_id/3ms26pfw.jpg,0,originali,buono,kaggle_vale_con_id,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/cattivo/carne/bruciato/632e_iphone_dng.jpg,0,originali,cattivo,carne,bruciato,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/zuppa/581c_rotate_recomp.jpg,0,originali,buono,zuppa,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/pizza/crudo/gpt_image_1_mini/3313_lowres_phone.jpg,1,modificate,,pizza,crudo,gpt_image_1_mini
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/altro/marcio/gpt_image_1_5/456d_q95.jpg,1,modificate,,altro,marcio,gpt_image_1_5
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/carne/marcio/gpt_image_1_mini/bfa6_q95.jpg,1,modificate,,carne,marcio,gpt_image_1_mini
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/cattivo/pizza/bruciato/4ce5_heavy.jpg,0,originali,cattivo,pizza,bruciato,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/kaggle_vale_con_id/2k4xmdt5.jpg,0,originali,buono,kaggle_vale_con_id,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/kaggle_vale_con_id/flkmr4yk.jpg,0,originali,buono,kaggle_vale_con_id,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/burger_panino/crudo/gpt_image_1_mini/e762_platform.jpg,1,modificate,,burger_panino,crudo,gpt_image_1_mini
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/burger_panino/crudo/gpt_image_1_mini/c86b_platform.jpg,1,modificate,,burger_panino,crudo,gpt_image_1_mini
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/burger_panino/crudo/gpt_image_1_5/cba1_q70.jpg,1,modificate,,burger_panino,crudo,gpt_image_1_5
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/cattivo/pizza/bruciato/7f21_iphone_dng.jpg,0,originali,cattivo,pizza,bruciato,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/kaggle_vale_con_id/kxawc5az.jpg,0,originali,buono,kaggle_vale_con_id,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/riso_paella/d638_q95.jpg,0,originali,buono,riso_paella,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/cattivo/frutta_verdura/marcio/0d0a_lowres_phone.jpg,0,originali,cattivo,frutta_verdura,marcio,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/altro/bruciato/gpt_image_1_5/1a2d_raw.jpg,1,modificate,,altro,bruciato,gpt_image_1_5
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/pasta/crudo/gpt_image_1_mini/3f8a_lowres_phone.jpg,1,modificate,,pasta,crudo,gpt_image_1_mini
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/altro/marcio/gpt_image_1_mini/85fe_noise_light.jpg,1,modificate,,altro,marcio,gpt_image_1_mini
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/kaggle_vale_con_id/jlrazf35.jpg,0,originali,buono,kaggle_vale_con_id,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/altro/crudo/gpt_image_1_mini/ae18_q70.jpg,1,modificate,,altro,crudo,gpt_image_1_mini
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/kaggle_vale_con_id/mk5sfz4h.jpg,0,originali,buono,kaggle_vale_con_id,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/kaggle_vale_con_id/mntlnmje.jpg,0,originali,buono,kaggle_vale_con_id,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/cattivo/altro/ammuffito/d5dd_rotate_recomp.jpg,0,originali,cattivo,altro,ammuffito,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/altro/crudo/gpt_image_1_5/46c1_noise_light.jpg,1,modificate,,altro,crudo,gpt_image_1_5
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/cattivo/frutta_verdura/marcio/856f_q70.jpg,0,originali,cattivo,frutta_verdura,marcio,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/dessert/marcio/gpt_image_1_mini/f882_email_fwd.jpg,1,modificate,,dessert,marcio,gpt_image_1_mini
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/burger_panino/crudo/gpt_image_1_5/b832_android_mid.jpg,1,modificate,,burger_panino,crudo,gpt_image_1_5
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/cattivo/zuppa/bruciato/63ad_android_mid.jpg,0,originali,cattivo,zuppa,bruciato,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/cattivo/frutta_verdura/altro/721c_q70.jpg,0,originali,cattivo,frutta_verdura,altro,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/kaggle_vale_con_id/emqo4pap.jpg,0,originali,buono,kaggle_vale_con_id,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/burger_panino/crudo/gpt_image_1_5/060d_q95.jpg,1,modificate,,burger_panino,crudo,gpt_image_1_5
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/sushi/235a_rotate_recomp.jpg,0,originali,buono,sushi,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/carne/88af_whatsapp.jpg,0,originali,buono,carne,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/carne/bruciato/gpt_image_1_5/38e6_q95.jpg,1,modificate,,carne,bruciato,gpt_image_1_5
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/patatine/3a8d_whatsapp.jpg,0,originali,buono,patatine,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/insalata/marcio/gpt_image_1_mini/8c2e_q70.jpg,1,modificate,,insalata,marcio,gpt_image_1_mini
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/kaggle_vale_con_id/63p7e4t2.jpg,0,originali,buono,kaggle_vale_con_id,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/dessert/bruciato/gpt_image_1_5/e135_heavy.jpg,1,modificate,,dessert,bruciato,gpt_image_1_5
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/cattivo/carne/bruciato/c992_tiny_thumb.jpg,0,originali,cattivo,carne,bruciato,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/altro/bruciato/gpt_image_1_mini/4bf3_iphone_dng.jpg,1,modificate,,altro,bruciato,gpt_image_1_mini
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/altro/marcio/gpt_image_1_mini/fecd_q70.jpg,1,modificate,,altro,marcio,gpt_image_1_mini
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/fritti/79cb_q70.jpg,0,originali,buono,fritti,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/riso_paella/ammuffito/gpt_image_1_5/5741_q95.jpg,1,modificate,,riso_paella,ammuffito,gpt_image_1_5
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/carne/crudo/gpt_image_1_mini/a7e9_q70.jpg,1,modificate,,carne,crudo,gpt_image_1_mini
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/kaggle_vale_con_id/yghcj3ko.jpg,0,originali,buono,kaggle_vale_con_id,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/pasta/marcio/gpt_image_1_5/19a2_q95.jpg,1,modificate,,pasta,marcio,gpt_image_1_5
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/pasta/crudo/gpt_image_1_mini/602b_highres_crop.jpg,1,modificate,,pasta,crudo,gpt_image_1_mini
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/insalata/d3cb_webp_round.jpg,0,originali,buono,insalata,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/carne/b3db_tiny_thumb.jpg,0,originali,buono,carne,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/zuppa/marcio/gpt_image_1_mini/1a47_raw.jpg,1,modificate,,zuppa,marcio,gpt_image_1_mini
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/kaggle_vale_con_id/uzqx5tin.jpg,0,originali,buono,kaggle_vale_con_id,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/kaggle_vale_con_id/hsgvddjz.jpg,0,originali,buono,kaggle_vale_con_id,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/carne/crudo/gpt_image_1_mini/54c8_q50.jpg,1,modificate,,carne,crudo,gpt_image_1_mini
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/pasta/marcio/gpt_image_1_mini/1665_whatsapp.jpg,1,modificate,,pasta,marcio,gpt_image_1_mini
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/dessert/33dd_raw.jpg,0,originali,buono,dessert,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/frutta_verdura/marcio/gpt_image_1_5/b03e_q70.jpg,1,modificate,,frutta_verdura,marcio,gpt_image_1_5
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/riso_paella/b9be_webp_round.jpg,0,originali,buono,riso_paella,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/pasta/crudo/gpt_image_1_mini/88e9_q70.jpg,1,modificate,,pasta,crudo,gpt_image_1_mini
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/burger_panino/bruciato/gpt_image_1_5/5ae2_tiny_thumb.jpg,1,modificate,,burger_panino,bruciato,gpt_image_1_5
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/carne/bruciato/gpt_image_1_mini/dd32_raw.jpg,1,modificate,,carne,bruciato,gpt_image_1_mini
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/cattivo/frutta_verdura/marcio/1230_whatsapp.jpg,0,originali,cattivo,frutta_verdura,marcio,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/riso_paella/crudo/gpt_image_1_5/e181_lowres_phone.jpg,1,modificate,,riso_paella,crudo,gpt_image_1_5
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/kaggle_vale_con_id/cza2xdjj.jpg,0,originali,buono,kaggle_vale_con_id,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/fritti/bruciato/gpt_image_1_5/5c60_raw.jpg,1,modificate,,fritti,bruciato,gpt_image_1_5
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/dessert/bruciato/gpt_image_1_mini/1932_iphone_dng.jpg,1,modificate,,dessert,bruciato,gpt_image_1_mini
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/cattivo/frutta_verdura/marcio/1230_platform.jpg,0,originali,cattivo,frutta_verdura,marcio,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/cattivo/carne/bruciato/26f5_q70.jpg,0,originali,cattivo,carne,bruciato,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/frutta_verdura/ammuffito/gpt_image_1_mini/f3ab_raw.jpg,1,modificate,,frutta_verdura,ammuffito,gpt_image_1_mini
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/kaggle_vale_con_id/3euej4h4.jpg,0,originali,buono,kaggle_vale_con_id,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/altro/crudo/gpt_image_1_mini/6c08_raw.jpg,1,modificate,,altro,crudo,gpt_image_1_mini
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/kaggle_vale_con_id/bewday3r.jpg,0,originali,buono,kaggle_vale_con_id,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/cattivo/carne/bruciato/c4a9_q70.jpg,0,originali,cattivo,carne,bruciato,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/carne/270d_email_fwd.jpg,0,originali,buono,carne,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/pasta/marcio/gpt_image_1_mini/e6c1_tiny_thumb.jpg,1,modificate,,pasta,marcio,gpt_image_1_mini
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/kaggle_vale_con_id/qztw2rno.jpg,0,originali,buono,kaggle_vale_con_id,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/riso_paella/crudo/gpt_image_1_5/e181_q70.jpg,1,modificate,,riso_paella,crudo,gpt_image_1_5
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/carne/270d_raw.jpg,0,originali,buono,carne,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/burger_panino/crudo/gpt_image_1_mini/c86b_android_mid.jpg,1,modificate,,burger_panino,crudo,gpt_image_1_mini
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/carne/bruciato/gpt_image_1_mini/dd32_rotate_recomp.jpg,1,modificate,,carne,bruciato,gpt_image_1_mini
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/altro/crudo/gpt_image_1_mini/6c08_rotate_recomp.jpg,1,modificate,,altro,crudo,gpt_image_1_mini
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/carne/bruciato/gpt_image_1_5/579a_q50.jpg,1,modificate,,carne,bruciato,gpt_image_1_5
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/carne/crudo/gpt_image_1_mini/e689_platform.jpg,1,modificate,,carne,crudo,gpt_image_1_mini
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/carne/crudo/gpt_image_1_5/0e9d_q50.jpg,1,modificate,,carne,crudo,gpt_image_1_5
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/altro/bruciato/gpt_image_1_mini/0a4d_q50.jpg,1,modificate,,altro,bruciato,gpt_image_1_mini
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/frutta_verdura/c61e_raw.jpg,0,originali,buono,frutta_verdura,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/riso_paella/marcio/gpt_image_1_5/9f44_q50.jpg,1,modificate,,riso_paella,marcio,gpt_image_1_5
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/insalata/insetti/gpt_image_1_mini/1e8b_q95.jpg,1,modificate,,insalata,insetti,gpt_image_1_mini
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/carne/crudo/gpt_image_1_5/3606_raw.jpg,1,modificate,,carne,crudo,gpt_image_1_5
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/riso_paella/crudo/gpt_image_1_5/e1bb_q95.jpg,1,modificate,,riso_paella,crudo,gpt_image_1_5
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/insalata/marcio/gpt_image_1_mini/8c2e_q50.jpg,1,modificate,,insalata,marcio,gpt_image_1_mini
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/burger_panino/crudo/gpt_image_1_5/3068_q50.jpg,1,modificate,,burger_panino,crudo,gpt_image_1_5
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/carne/bruciato/gpt_image_1_5/579a_iphone_dng.jpg,1,modificate,,carne,bruciato,gpt_image_1_5
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/sushi/marcio/gpt_image_1_5/f895_heavy.jpg,1,modificate,,sushi,marcio,gpt_image_1_5
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/kaggle_vale_con_id/hs3ovf7g.jpg,0,originali,buono,kaggle_vale_con_id,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/pasta/marcio/gpt_image_1_mini/1665_q70.jpg,1,modificate,,pasta,marcio,gpt_image_1_mini
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/burger_panino/0c74_webp_round.jpg,0,originali,buono,burger_panino,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/kaggle_vale_con_id/a7ynlvri.jpg,0,originali,buono,kaggle_vale_con_id,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/kaggle_vale_con_id/hajm5dtl.jpg,0,originali,buono,kaggle_vale_con_id,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/pizza/crudo/gpt_image_1_5/31b4_highres_crop.jpg,1,modificate,,pizza,crudo,gpt_image_1_5
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/pasta/crudo/gpt_image_1_mini/8c78_raw.jpg,1,modificate,,pasta,crudo,gpt_image_1_mini
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/frutta_verdura/ammuffito/gpt_image_1_mini/7609_q70.jpg,1,modificate,,frutta_verdura,ammuffito,gpt_image_1_mini
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/sushi/235a_heavy.jpg,0,originali,buono,sushi,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/cattivo/zuppa/bruciato/63ad_raw.jpg,0,originali,cattivo,zuppa,bruciato,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/sushi/235a_raw.jpg,0,originali,buono,sushi,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/insalata/ff6d_q70.jpg,0,originali,buono,insalata,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/pasta/crudo/gpt_image_1_mini/88e9_platform.jpg,1,modificate,,pasta,crudo,gpt_image_1_mini
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/cattivo/pizza/bruciato/d174_platform.jpg,0,originali,cattivo,pizza,bruciato,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/cattivo/carne/bruciato/e156_q50.jpg,0,originali,cattivo,carne,bruciato,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/sushi/crudo/gpt_image_1_mini/f1e5_platform.jpg,1,modificate,,sushi,crudo,gpt_image_1_mini
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/altro/crudo/gpt_image_1_mini/1da9_q70.jpg,1,modificate,,altro,crudo,gpt_image_1_mini
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/buono/kaggle_vale_con_id/nnuwfjjc.jpg,0,originali,buono,kaggle_vale_con_id,,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/pasta/marcio/gpt_image_1_5/e959_q70.jpg,1,modificate,,pasta,marcio,gpt_image_1_5
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/fritti/crudo/gpt_image_1_mini/d619_double.jpg,1,modificate,,fritti,crudo,gpt_image_1_mini
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/originali/cattivo/patatine/bruciato/2492_double.jpg,0,originali,cattivo,patatine,bruciato,
/content/drive/MyDrive/DatasetVerifoto/images/exp_3_augmented_v6.1_categorized/modificate/carne/bruciato/gpt_image_1_mini/7b2d_q50.jpg,1,modificate,,carne,bruciato,gpt_image_1_mini
